ISO_639,Language_Name,Uninverted_Name,Country_Code,Country_Name,Region_Code,Region_Name,Area,L1_Users,Digits,All_Users,Countries,Family,Classification,Latitude,Longitude,EGIDS,Is_Written,Institutional,Developing,Vigorous,In_Trouble,Dying,Extinct
gic,Gail,Gail,ZA,South Africa,SAF,Southern Africa,Africa,0,0,20000,1,Unclassified,Unclassified,,,9,F,0,0,0,0,1,0
gid,Gidar,Gidar,CM,Cameroon,MAF,Middle Africa,Africa,65700,5,65700,2,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, C",9.9367,14.0331,5,T,0,1,0,0,0,0
gig,Goaria,Goaria,PK,Pakistan,SAS,Southern Asia,Asia,25400,5,25400,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Marwari",27.253,68.363,6a,T,0,0,1,0,0,0
gih,Githabul,Githabul,AU,Australia,ANZ,Australia and New Zealand,Pacific,20,2,20,1,Australian,"Australian, Pama-Nyungan, Bandjalangic",-27.933,151.6302,8b,F,0,0,0,0,1,0
gil,Kiribati,Kiribati,KI,Kiribati,MIC,Micronesia,Pacific,116311,6,116311,4,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ikiribati",1.7569,-157.2774,1,T,1,0,0,0,0,0
gim,Gimi,Gimi,PG,Papua New Guinea,MEL,Melanesia,Pacific,22500,5,22500,1,Trans-New Guinea,"Trans-New Guinea, Kainantu-Goroka, Gorokan, Fore",-6.6168,145.3211,5,T,0,1,0,0,0,0
gin,Hinukh,Hinukh,RU,Russian Federation,EEU,Eastern Europe,Europe,5,1,5,1,North Caucasian,"North Caucasian, East Caucasian, Tsezic, West Tsezic",42.4506,45.8093,6b,F,0,0,0,1,0,0
gip,Gimi,Gimi,PG,Papua New Guinea,MEL,Melanesia,Pacific,3700,4,3700,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Arawe, West Arawe",-6.0292,149.4746,5,T,0,1,0,0,0,0
giq,"Gelao, Green",Green Gelao,VN,Viet Nam,SEA,South-Eastern Asia,Asia,300,3,300,2,Tai-Kadai,"Tai-Kadai, Kra, Western Kra",27.6647,106.3719,8a,F,0,0,0,0,1,0
gir,"Gelao, Red",Red Gelao,VN,Viet Nam,SEA,South-Eastern Asia,Asia,20,2,20,2,Tai-Kadai,"Tai-Kadai, Kra, Western Kra",23.5097,105.1758,8b,F,0,0,0,0,1,0
gis,"Giziga, North",North Giziga,CM,Cameroon,MAF,Middle Africa,Africa,20000,5,20000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.5",10.6888,14.2297,6a,F,0,0,1,0,0,0
git,Gitxsan,Gitxsan,CA,Canada,NAM,Northern America,Americas,350,3,350,1,Tsimshian,"Tsimshian, Nass-Gitksan",55.0896,-128.0803,7,T,0,0,0,1,0,0
giu,Mulao,Mulao,CN,China,EAS,Eastern Asia,Asia,,,,1,Tai-Kadai,"Tai-Kadai, Kra, Western Kra",26.7675,105.3801,8b,F,0,0,0,0,1,0
giw,Duoluo,Duoluo,CN,China,EAS,Eastern Asia,Asia,1220,4,1220,2,Tai-Kadai,"Tai-Kadai, Kra, Western Kra",22.987,105.0451,8b,F,0,0,0,0,1,0
gix,Gilima,Gilima,CD,Democratic Republic of the Congo,MAF,Middle Africa,Africa,12000,5,12000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Bwaka",4.5194,19.0219,6a,F,0,0,1,0,0,0
giy,Giyug,Giyug,AU,Australia,ANZ,Australia and New Zealand,Pacific,0,0,0,1,Australian,"Australian, Daly, Bringen-Wagaydy, Wagaydy",-13.1437,130.0671,x10,F,0,0,0,0,0,1
giz,"Giziga, South",South Giziga,CM,Cameroon,MAF,Middle Africa,Africa,60000,5,60000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.5",10.3147,14.1727,5,T,0,1,0,0,0,0
gji,Geji,Geji,NG,Nigeria,WAF,Western Africa,Africa,6000,4,6000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper",10.3503,9.6538,6a,T,0,0,1,0,0,0
gjk,"Koli, Kachi",Kachi Koli,PK,Pakistan,SAS,Southern Asia,Asia,500000,6,500000,2,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Gujarati",23.1811,69.218,5,T,0,1,0,0,0,0
gjm,Gunditjmara,Gunditjmara,AU,Australia,ANZ,Australia and New Zealand,Pacific,0,0,0,1,Australian,"Australian, Pama-Nyungan, Bungandidj",-38.1687,142.0772,x10,F,0,0,0,0,0,1
gjn,Gonja,Gonja,GH,Ghana,WAF,Western Africa,Africa,310000,6,310000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, North Guang",8.7256,-0.6659,4,T,1,0,0,0,0,0
gjr,Gurindji Kriol,Gurindji Kriol,AU,Australia,ANZ,Australia and New Zealand,Pacific,1000,4,1000,1,Mixed language,,-17.4378,130.8316,6a,F,0,0,1,0,0,0
gju,Gujari,Gujari,IN,India,SAS,Southern Asia,Asia,992000,6,992000,3,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Unclassified",33.5008,74.7697,5,T,0,1,0,0,0,0
gka,Guya,Guya,PG,Papua New Guinea,MEL,Melanesia,Pacific,130,3,130,1,Trans-New Guinea,"Trans-New Guinea, Finisterre-Huon, Finisterre, Warup",-5.7082,146.4449,6b,T,0,0,0,1,0,0
gke,Ndai,Ndai,CM,Cameroon,MAF,Middle Africa,Africa,5,1,5,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbum, Northern, Dama-Galke",8.0905,14.2893,8b,F,0,0,0,0,1,0
gkn,Gokana,Gokana,NG,Nigeria,WAF,Western Africa,Africa,100000,6,100000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, East",4.6158,7.3496,5,T,0,1,0,0,0,0
gko,Kok-Nar,Kok-Nar,AU,Australia,ANZ,Australia and New Zealand,Pacific,0,0,0,1,Australian,"Australian, Pama-Nyungan, Paman, Southwestern Pama",-16.181,141.6085,x10,F,0,0,0,0,0,1
gkp,"Kpelle, Guinea",Guinea Kpelle,GN,Guinea,WAF,Western Africa,Africa,460000,6,460000,1,Niger-Congo,"Niger-Congo, Mande, Western, Central-Southwestern, Southwestern, Kpelle",7.8746,-8.96,5,T,0,1,0,0,0,0
gku,‡Ungkue,‡Ungkue,ZA,South Africa,SAF,Southern Africa,Africa,0,0,0,1,Tuu,"Tuu, !Ui",,,x10,F,0,0,0,0,0,1
gla,Scottish Gaelic,Scottish Gaelic,GB,United Kingdom,NEU,Northern Europe,Europe,28870,5,28870,2,Indo-European,"Indo-European, Celtic, Insular, Goidelic",58.1359,-6.6609,4,T,1,0,0,0,0,0
glc,Bon Gula,Bon Gula,TD,Chad,MAF,Middle Africa,Africa,1200,4,1200,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Bua",10.6627,19.5529,6a,F,0,0,1,0,0,0
gld,Nanai,Nanai,RU,Russian Federation,EEU,Eastern Europe,Europe,1390,4,1390,2,Tungusic,"Tungusic, Southern, Southeast, Nanaj",49.0048,136.7914,7,T,0,0,0,1,0,0
gle,Irish,Irish,IE,Ireland,NEU,Northern Europe,Europe,167940,6,1167940,3,Indo-European,"Indo-European, Celtic, Insular, Goidelic",53.4013,-9.3488,3,T,1,0,0,0,0,0
glg,Galician,Galician,ES,Spain,SEU,Southern Europe,Europe,2355000,7,2355000,2,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",42.6366,-7.7347,2,T,1,0,0,0,0,0
glh,"Pashai, Northwest",Northwest Pashai,AF,Afghanistan,SAS,Southern Asia,Asia,70000,5,70000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Northwestern , Dardic, Pashai",34.9611,70.042,6a,F,0,0,1,0,0,0
gli,Guliguli,Guliguli,SB,Solomon Islands,MEL,Melanesia,Pacific,0,0,0,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",-8.2767,157.6209,x10,F,0,0,0,0,0,1
glj,Gula Iro,Gula Iro,TD,Chad,MAF,Middle Africa,Africa,3500,4,3500,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Bua",10.2911,19.492,6a,F,0,0,1,0,0,0
glk,Gilaki,Gilaki,IR,Iran,SAS,Southern Asia,Asia,2770000,7,2770000,1,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Caspian",37.1353,49.8609,4,T,1,0,0,0,0,0
gll,Garlali,Garlali,AU,Australia,ANZ,Australia and New Zealand,Pacific,0,0,0,1,Australian,"Australian, Pama-Nyungan, Karnic, Ngura",-29.397,144.2044,x10,F,0,0,0,0,0,1
glo,Galambu,Galambu,NG,Nigeria,WAF,Western Africa,Africa,,,,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper",10.1836,10.2225,6a,F,0,0,1,0,0,0
glr,Glaro-Twabo,Glaro-Twabo,LR,Liberia,WAF,Western Africa,Africa,4630,4,4630,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Western, Wee, Guere-Krahn",5.5058,-7.5212,6a,F,0,0,1,0,0,0
glu,Gula,Gula,TD,Chad,MAF,Middle Africa,Africa,10300,5,10300,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Satellites, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Bagirmi",10.1673,19.2065,6a,F,0,0,1,0,0,0
glv,Manx,Manx,IM,Isle of Man,NEU,Northern Europe,Europe,0,0,,1,Indo-European,"Indo-European, Celtic, Insular, Goidelic",54.2106,-4.5318,9,T,0,0,0,0,1,0
glw,Glavda,Glavda,NG,Nigeria,WAF,Western Africa,Africa,31300,5,31300,2,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.4, Mandara Proper, Glavda",11.192,13.863,6a,T,0,0,1,0,0,0
gly,Gule,Gule,SD,Sudan,NAF,Northern Africa,Africa,0,0,,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Koman",10.0986,34.1235,9,F,0,0,0,0,1,0
gma,Gambera,Gambera,AU,Australia,ANZ,Australia and New Zealand,Pacific,0,0,0,1,Australian,"Australian, Worrorran",-14.6046,126.7961,x10,F,0,0,0,0,0,1
gmb,Gula’alaa,Gula’alaa,SB,Solomon Islands,MEL,Melanesia,Pacific,1570,4,1570,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern",-8.7668,161.0455,6a,F,0,0,1,0,0,0
gmd,Mághdì,Mághdì,NG,Nigeria,WAF,Western Africa,Africa,2000,4,2000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Waja-Jen, Jen",9.414,11.0431,6a,F,0,0,1,0,0,0
gmg,Magiyi,Magiyi,PG,Papua New Guinea,MEL,Melanesia,Pacific,,,,1,Trans-New Guinea,"Trans-New Guinea, Madang, South Adelbert Range, Josephstaal, Sikan",-4.8885,144.8235,6a,F,0,0,1,0,0,0
gmm,Gbaya-Mbodomo,Gbaya-Mbodomo,CM,Cameroon,MAF,Middle Africa,Africa,8000,4,8000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, Southwest",5.0012,14.3819,6a,T,0,0,1,0,0,0
gmn,Gimnime,Gimnime,CM,Cameroon,MAF,Middle Africa,Africa,3000,4,3000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Leko-Nimbari, Duru, Voko-Dowayo, Vere-Dowayo, Vere-Gimme, Gimme",8.5958,12.7792,6a,F,0,0,1,0,0,0
gmu,Gumalu,Gumalu,PG,Papua New Guinea,MEL,Melanesia,Pacific,580,3,580,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Gum",-5.2125,145.595,6a,F,0,0,1,0,0,0
gmv,Gamo,Gamo,ET,Ethiopia,EAF,Eastern Africa,Africa,1070000,7,1094400,1,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",6.1338,37.2658,4,T,1,0,0,0,0,0
gmx,Magoma,Magoma,TZ,Tanzania,EAF,Eastern Africa,Africa,9000,4,9000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, G, Bena-Kinga (G.651)",-9.246,33.9637,6b,F,0,0,0,1,0,0
gmz,Mgbolizhia,Mgbolizhia,NG,Nigeria,WAF,Western Africa,Africa,190000,6,190000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo",5.9166,7.8758,5,T,0,1,0,0,0,0
gna,Kaansa,Kaansa,BF,Burkina Faso,WAF,Western Africa,Africa,6000,4,6000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Gan-Dogose",10.3523,-3.6013,5,T,0,1,0,0,0,0
gnb,Gangte,Gangte,IN,India,SAS,Southern Asia,Asia,14500,5,14500,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern",24.2413,93.3881,5,T,0,1,0,0,0,0
gnd,Zulgo-Gemzek,Zulgo-Gemzek,CM,Cameroon,MAF,Middle Africa,Africa,26000,5,26000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.5",10.8283,14.0526,5,T,0,1,0,0,0,0
gne,Ganang,Ganang,NG,Nigeria,WAF,Western Africa,Africa,3000,4,3000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Central, South-Central",9.4449,8.761,6b,F,0,0,0,1,0,0
gng,Ngangam,Ngangam,TG,Togo,WAF,Western Africa,Africa,77400,5,77400,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma",10.3293,0.7254,5,T,0,1,0,0,0,0
gnh,Lere,Lere,NG,Nigeria,WAF,Western Africa,Africa,,,,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Jera",10.3854,8.5744,8b,F,0,0,0,0,1,0
gni,Gooniyandi,Gooniyandi,AU,Australia,ANZ,Australia and New Zealand,Pacific,410,3,410,1,Australian,"Australian, Bunaban",-18.3907,126.3163,8a,F,0,0,0,0,1,0
gnk,||Gana,||Gana,BW,Botswana,SAF,Southern Africa,Africa,1030,4,1030,1,Khoe-Kwadi,"Khoe-Kwadi, Khoe, Kalahari Khoe, Southwest",-21.7807,22.3135,6a,F,0,0,1,0,0,0
gnl,Gangulu,Gangulu,AU,Australia,ANZ,Australia and New Zealand,Pacific,0,0,0,1,Australian,"Australian, Pama-Nyungan, Maric",-22.8521,149.3409,x10,F,0,0,0,0,0,1
gnm,Ginuman,Ginuman,PG,Papua New Guinea,MEL,Melanesia,Pacific,1440,4,1440,1,Trans-New Guinea,"Trans-New Guinea, Southeast Papuan, Dagan",-9.9926,149.7624,6a,F,0,0,1,0,0,0
gnn,Gumatj,Gumatj,AU,Australia,ANZ,Australia and New Zealand,Pacific,240,3,240,1,Australian,"Australian, Pama-Nyungan, Yuulngu, Dhuwal",-12.2553,136.8239,5,T,0,1,0,0,0,0
gno,"Gondi, Northern",Northern Gondi,IN,India,SAS,Southern Asia,Asia,1950000,7,1950000,1,Dravidian,"Dravidian, South-Central, Gondi-Kui, Gondi",22.4744,80.2809,5,T,0,1,0,0,0,0
gnq,Gana,Gana,MY,Malaysia,SEA,South-Eastern Asia,Asia,250,3,250,1,Austronesian,"Austronesian, Malayo-Polynesian, North Borneo, Sabahan, Dusunic, Dusun",5.4364,116.1779,8a,F,0,0,0,0,1,0
gnr,Gureng Gureng,Gureng Gureng,AU,Australia,ANZ,Australia and New Zealand,Pacific,0,0,,1,Australian,"Australian, Pama-Nyungan, Waka-Kabic, Than",-25.1055,151.0208,9,F,0,0,0,0,1,0
gnt,Guntai,Guntai,PG,Papua New Guinea,MEL,Melanesia,Pacific,350,3,350,1,South-Central Papuan,"South-Central Papuan, Morehead-Upper Maro, Tonda",-8.7946,141.2845,6a,F,0,0,1,0,0,0
gnu,Gnau,Gnau,PG,Papua New Guinea,MEL,Melanesia,Pacific,1330,4,1330,1,Torricelli,"Torricelli, Wapei-Palei, Wapei",-3.6087,142.2515,6a,F,0,0,1,0,0,0
gnw,"Guaraní, Western Bolivian",Western Bolivian Guaraní,BO,Bolivia,SAM,South America,Americas,7000,4,7000,1,Tupian,"Tupian, Tupí-Guaraní, Guaraní, Guaraní, Bolivian Guaraní",-20.4364,-64.1013,6a,T,0,0,1,0,0,0
gnz,Ganzi,Ganzi,CF,Central African Republic,MAF,Middle Africa,Africa,1400,4,1400,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Baka-Gundi",6.544,19.347,6a,F,0,0,1,0,0,0
goa,Guro,Guro,CI,Côte d’Ivoire,WAF,Western Africa,Africa,500000,6,500000,1,Niger-Congo,"Niger-Congo, Mande, Eastern, Southeastern, Guro-Tura, Guro-Yaoure",6.7672,-5.6802,5,T,0,1,0,0,0,0
gob,Playero,Playero,CO,Colombia,SAM,South America,Americas,350,3,350,2,Guajiboan,"Guajiboan, Guajibo",7.074,-71.0025,6b,F,0,0,0,1,0,0
goc,Gorakor,Gorakor,PG,Papua New Guinea,MEL,Melanesia,Pacific,2740,4,2740,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Buang, Mumeng",-6.85,146.5471,6a,F,0,0,1,0,0,0
god,Godié,Godié,CI,Côte d’Ivoire,WAF,Western Africa,Africa,26400,5,26400,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Eastern, Bete, Western",5.4087,-5.8555,5,T,0,1,0,0,0,0
goe,Gongduk,Gongduk,BT,Bhutan,SAS,Southern Asia,Asia,2100,4,2100,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish",27.0659,91.168,6b,F,0,0,0,1,0,0
gof,Gofa,Gofa,ET,Ethiopia,EAF,Eastern Africa,Africa,359000,6,392400,1,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",6.4917,37.0391,4,T,1,0,0,0,0,0
gog,Gogo,Gogo,TZ,Tanzania,EAF,Eastern Africa,Africa,1930000,7,1930000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, G, Gogo-Kagulu (G.11)",-6.2429,35.6428,5,T,0,1,0,0,0,0
goi,Gobasi,Gobasi,PG,Papua New Guinea,MEL,Melanesia,Pacific,900,3,900,1,Trans-New Guinea,"Trans-New Guinea, East Strickland",-6.3976,142.1933,6a,T,0,0,1,0,0,0
goj,Gowlan,Gowlan,IN,India,SAS,Southern Asia,Asia,20200,5,20200,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Southern, Unclassified",21.3849,77.0749,6a,F,0,0,1,0,0,0
gok,Gowli,Gowli,IN,India,SAS,Southern Asia,Asia,35000,5,35000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Western Hindi, Unclassified",21.0303,77.6903,6a,T,0,0,1,0,0,0
gol,Gola,Gola,LR,Liberia,WAF,Western Africa,Africa,107300,6,107300,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Atlantic, Southern, Mel, Gola",7.336,-10.7598,5,T,0,1,0,0,0,0
gom,"Konkani, Goan",Goan Konkani,IN,India,SAS,Southern Asia,Asia,3633900,7,3633900,2,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Southern, Konkani",14.9793,74.2847,5,T,0,1,0,0,0,0
goo,Gone Dau,Gone Dau,FJ,Fiji,MEL,Melanesia,Pacific,690,3,690,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, East Fijian",-16.5884,178.596,6a,F,0,0,1,0,0,0
gop,Yeretuar,Yeretuar,ID,Indonesia,SEA,South-Eastern Asia,Asia,350,3,350,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Yeretuar",-2.9988,134.6622,7,F,0,0,0,1,0,0
goq,Gorap,Gorap,ID,Indonesia,SEA,South-Eastern Asia,Asia,1000,4,1000,1,Austronesian,"Austronesian, Malayo-Polynesian, Unclassified",2.1331,128.2604,7,F,0,0,0,1,0,0
gor,Gorontalo,Gorontalo,ID,Indonesia,SEA,South-Eastern Asia,Asia,1000000,7,1000000,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Gorontalo-Mongondow, Gorontalic",0.6269,122.2876,6b,T,0,0,0,1,0,0
gos,Gronings,Gronings,NL,Netherlands,WEU,Western Europe,Europe,592000,6,592000,1,Indo-European,"Indo-European, Germanic, West, Low Saxon-Low Franconian, Low Saxon",53.2842,6.698,5,T,0,1,0,0,0,0
gou,Gavar,Gavar,CM,Cameroon,MAF,Middle Africa,Africa,15000,5,15000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.7",10.5582,13.7603,6a,T,0,0,1,0,0,0
gow,Gorowa,Gorowa,TZ,Tanzania,EAF,Eastern Africa,Africa,50000,5,50000,1,Afro-Asiatic,"Afro-Asiatic, Cushitic, South",-4.2347,35.7804,6a,F,0,0,1,0,0,0
gox,Gobu,Gobu,CD,Democratic Republic of the Congo,MAF,Middle Africa,Africa,12000,5,12000,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Banda, Central, Central Core, Mid-Southern",4.9219,19.2839,6a,F,0,0,1,0,0,0
goy,Goundo,Goundo,TD,Chad,MAF,Middle Africa,Africa,30,2,30,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Kim",9.4674,16.2541,8b,F,0,0,0,0,1,0
goz,Gozarkhani,Gozarkhani,IR,Iran,SAS,Southern Asia,Asia,,,,1,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Talysh",36.4362,50.6022,7,F,0,0,0,1,0,0
gpa,Gupa-Abawa,Gupa-Abawa,NG,Nigeria,WAF,Western Africa,Africa,15000,5,15000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Nupoid, Nupe-Gbagyi, Nupe",8.3849,6.7215,6a,F,0,0,1,0,0,0
gpe,Ghanaian Pidgin English,Ghanaian Pidgin English,GH,Ghana,WAF,Western Africa,Africa,5000000,7,5002000,1,Creole,"Creole, English based, Atlantic, Krio",5.5617,-0.202,3,F,1,0,0,0,0,0
gpn,Taiap,Taiap,PG,Papua New Guinea,MEL,Melanesia,Pacific,75,2,75,1,Language isolate,Language isolate,-4.0456,144.5019,8a,F,0,0,0,0,1,0
gqa,Ga’anda,Ga’anda,NG,Nigeria,WAF,Western Africa,Africa,43000,5,43000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.1, Eastern",10.2901,12.6513,4,T,1,0,0,0,0,0
gqi,Guiqiong,Guiqiong,CN,China,EAS,Eastern Asia,Asia,6000,4,6000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic",30.4766,102.1238,6b,T,0,0,0,1,0,0
gqn,Guana,Guana,BR,Brazil,SAM,South America,Americas,0,0,,1,Maipurean,"Maipurean, Southern, Southern Outlier, Terena",-21.0685,-56.2765,9,F,0,0,0,0,1,0
gqr,Gor,Gor,TD,Chad,MAF,Middle Africa,Africa,128000,6,128000,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Satellites, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper",8.0422,17.1218,6a,T,0,0,1,0,0,0
gqu,Qau,Qau,CN,China,EAS,Eastern Asia,Asia,2000,4,2000,1,Tai-Kadai,"Tai-Kadai, Kra, Western Kra",26.1655,106.2428,8b,F,0,0,0,0,1,0
gra,"Garasia, Rajput",Rajput Garasia,IN,India,SAS,Southern Asia,Asia,100000,6,100000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Bhil",24.9492,73.1036,5,T,0,1,0,0,0,0
grc,"Greek, Ancient",Ancient Greek,GR,Greece,SEU,Southern Europe,Europe,0,0,0,1,Indo-European,"Indo-European, Greek, Attic",,,x10,T,0,0,0,0,0,1
grd,Guruntum-Mbaaru,Guruntum-Mbaaru,NG,Nigeria,WAF,Western Africa,Africa,15000,5,15000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Guruntum",10.1757,9.9859,8a,F,0,0,0,0,1,0
grg,Madi,Madi,PG,Papua New Guinea,MEL,Melanesia,Pacific,380,3,380,1,Trans-New Guinea,"Trans-New Guinea, Finisterre-Huon, Finisterre, Gusap-Mot",-5.6449,146.4135,8a,F,0,0,0,0,1,0
grh,Gbiri-Niragu,Gbiri-Niragu,NG,Nigeria,WAF,Western Africa,Africa,25000,5,25000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru",10.3923,8.4316,6a,F,0,0,1,0,0,0
gri,Ghari,Ghari,SB,Solomon Islands,MEL,Melanesia,Pacific,12100,5,12100,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Gela-Guadalcanal, Guadalcanal",-9.5047,159.7507,5,T,0,1,0,0,0,0
